"Name","Self Time","Self Time (CPU)","Total Time","Total Time (CPU)","Invocations"
"som.Vector.forEach (som.ForEachInterface)","23,312 ms (21.1%)","22,920 ms (21.4%)","53,122 ms (5.4%)","51,789 ms (5.4%)","40,807,761"
"deltablue.EqualityConstraint.execute ()","14,107 ms (12.8%)","13,572 ms (12.6%)","14,107 ms (1.4%)","13,572 ms (1.4%)","249,600,000"
"deltablue.Planner.addPropagate (deltablue.AbstractConstraint, int)","8,724 ms (7.9%)","8,510 ms (7.9%)","28,626 ms (2.9%)","27,764 ms (2.9%)","14,400,440"
"deltablue.AbstractConstraint.satisfy (int, deltablue.Planner)","5,381 ms (4.9%)","5,277 ms (4.9%)","39,137 ms (4%)","38,004 ms (4%)","14,400,560"
"deltablue.ScaleConstraint.execute ()","4,565 ms (4.1%)","4,443 ms (4.1%)","4,565 ms (0.5%)","4,443 ms (0.5%)","55,200,960"
"som.Vector.isEmpty ()","4,284 ms (3.9%)","4,108 ms (3.8%)","4,284 ms (0.4%)","4,108 ms (0.4%)","81,603,000"
"deltablue.BinaryConstraint.getOutput ()","3,802 ms (3.4%)","3,688 ms (3.4%)","3,802 ms (0.4%)","3,688 ms (0.4%)","74,400,720"
"som.Vector.removeFirst ()","3,497 ms (3.2%)","3,390 ms (3.2%)","5,182 ms (0.5%)","5,031 ms (0.5%)","33,601,080"
"som.Vector.append (Object)","3,252 ms (2.9%)","3,133 ms (2.9%)","3,289 ms (0.3%)","3,170 ms (0.3%)","60,001,928"
"deltablue.Planner.makePlan (som.Vector)","3,212 ms (2.9%)","3,130 ms (2.9%)","10,099 ms (1%)","9,803 ms (1%)","200"
"deltablue.Planner.addConstraintsConsumingTo (deltablue.Variable, som.Vector)","2,822 ms (2.6%)","2,691 ms (2.5%)","7,814 ms (0.8%)","7,554 ms (0.8%)","26,400,800"
"deltablue.BinaryConstraint.isSatisfied ()","2,751 ms (2.5%)","2,648 ms (2.5%)","2,751 ms (0.3%)","2,648 ms (0.3%)","52,800,560"
"deltablue.Strength.weakest (deltablue.Strength)","2,477 ms (2.2%)","2,414 ms (2.2%)","3,727 ms (0.4%)","3,613 ms (0.4%)","24,000,240"
"deltablue.ScaleConstraint.recalculate ()","1,900 ms (1.7%)","1,904 ms (1.8%)","4,150 ms (0.4%)","4,057 ms (0.4%)","12,000,240"
"deltablue.BinaryConstraint.recalculate ()","1,816 ms (1.6%)","1,773 ms (1.7%)","4,200 ms (0.4%)","4,089 ms (0.4%)","12,000,000"
"deltablue.Variable.addConstraint (deltablue.AbstractConstraint)","1,719 ms (1.6%)","1,686 ms (1.6%)","2,672 ms (0.3%)","2,594 ms (0.3%)","16,800,240"
"deltablue.Planner.incrementalAdd (deltablue.AbstractConstraint)","1,641 ms (1.5%)","1,600 ms (1.5%)","41,154 ms (4.2%)","39,964 ms (4.2%)","7,200,360"
"deltablue.Planner.removePropagateFrom (deltablue.Variable)","1,592 ms (1.4%)","1,572 ms (1.5%)","11,798 ms (1.2%)","11,498 ms (1.2%)","200"
"deltablue.BinaryConstraint.chooseMethod (int)","1,570 ms (1.4%)","1,523 ms (1.4%)","2,453 ms (0.3%)","2,381 ms (0.3%)","12,000,080"
"som.Vector.with (Object)","1,562 ms (1.4%)","1,500 ms (1.4%)","2,336 ms (0.2%)","2,251 ms (0.2%)","14,400,840"
"deltablue.Strength.weaker (deltablue.Strength)","1,501 ms (1.4%)","1,443 ms (1.3%)","1,501 ms (0.2%)","1,443 ms (0.2%)","28,800,240"
"som.Dictionary.at (som.Dictionary.CustomHash)","1,482 ms (1.3%)","1,432 ms (1.3%)","3,466 ms (0.4%)","3,347 ms (0.4%)","7,200,242"
"deltablue.Planner.projectionTest (int)","1,366 ms (1.2%)","1,341 ms (1.2%)","47,622 ms (4.9%)","46,361 ms (4.9%)","40"
"deltablue.AbstractConstraint.addConstraint (deltablue.Planner)","1,310 ms (1.2%)","1,267 ms (1.2%)","40,320 ms (4.1%)","39,111 ms (4.1%)","7,200,240"
"som.Dictionary.getBucket (int)","813 ms (0.7%)","794 ms (0.7%)","1,225 ms (0.1%)","1,200 ms (0.1%)","7,200,242"
"deltablue.AbstractConstraint.inputsKnown (int)","795 ms (0.7%)","775 ms (0.7%)","1,176 ms (0.1%)","1,140 ms (0.1%)","7,200,280"
"deltablue.Strength.of (deltablue.Strength.Sym)","794 ms (0.7%)","767 ms (0.7%)","4,261 ms (0.4%)","4,115 ms (0.4%)","7,200,242"
"deltablue.Strength.stronger (deltablue.Strength)","753 ms (0.7%)","733 ms (0.7%)","753 ms (0.1%)","733 ms (0.1%)","14,400,440"
"deltablue.Planner.constraintsConsuming (deltablue.Variable, som.ForEachInterface)","734 ms (0.7%)","708 ms (0.7%)","6,666 ms (0.7%)","6,494 ms (0.7%)","7,200,280"
"deltablue.ScaleConstraint.addToGraph ()","659 ms (0.6%)","631 ms (0.6%)","2,176 ms (0.2%)","2,111 ms (0.2%)","2,400,000"
"deltablue.Variable.value (int)","546 ms (0.5%)","512 ms (0.5%)","794 ms (0.1%)","751 ms (0.1%)","4,800,080"
"deltablue.BinaryConstraint.inputsDo (som.ForEachInterface)","511 ms (0.5%)","492 ms (0.5%)","511 ms (0.1%)","492 ms (0.1%)","9,600,000"
"deltablue.BinaryConstraint.markUnsatisfied ()","442 ms (0.4%)","425 ms (0.4%)","442 ms (0%)","425 ms (0%)","7,200,080"
"som.Dictionary.getBucketIdx (int)","412 ms (0.4%)","406 ms (0.4%)","412 ms (0%)","406 ms (0%)","7,200,266"
"deltablue.Strength.absoluteWeakest ()","436 ms (0.4%)","395 ms (0.4%)","436 ms (0%)","395 ms (0%)","7,140,319"
"deltablue.BinaryConstraint.addToGraph ()","406 ms (0.4%)","385 ms (0.4%)","1,195 ms (0.1%)","1,139 ms (0.1%)","2,400,000"
"deltablue.BinaryConstraint.inputsHasOne (som.TestInterface)","379 ms (0.3%)","364 ms (0.3%)","379 ms (0%)","364 ms (0%)","7,200,080"
"som.Dictionary.hash (som.Dictionary.CustomHash)","380 ms (0.3%)","362 ms (0.3%)","380 ms (0%)","362 ms (0%)","7,200,266"
"deltablue.Planner.newMark ()","375 ms (0.3%)","359 ms (0.3%)","375 ms (0%)","359 ms (0%)","7,200,560"
"som.IdentityDictionary$IdEntry.match (int, Object)","378 ms (0.3%)","352 ms (0.3%)","378 ms (0%)","352 ms (0%)","7,200,242"
"deltablue.Planner.chainTest (int)","300 ms (0.3%)","295 ms (0.3%)","62,752 ms (6.4%)","60,910 ms (6.4%)","40"
"som.Vector.at (int)","261 ms (0.2%)","256 ms (0.2%)","261 ms (0%)","256 ms (0%)","4,799,920"
"deltablue.UnaryConstraint.recalculate ()","253 ms (0.2%)","254 ms (0.2%)","379 ms (0%)","370 ms (0%)","2,400,360"
"deltablue.UnaryConstraint.addToGraph ()","260 ms (0.2%)","251 ms (0.2%)","627 ms (0.1%)","611 ms (0.1%)","2,400,240"
"deltablue.UnaryConstraint.chooseMethod (int)","244 ms (0.2%)","240 ms (0.2%)","366 ms (0%)","359 ms (0%)","2,400,480"
"java.util.Arrays.setAll (Object[], java.util.function.IntFunction)","224 ms (0.2%)","197 ms (0.2%)","428 ms (0%)","369 ms (0%)","40"
"deltablue.ScaleConstraint.inputsDo (som.ForEachInterface)","125 ms (0.1%)","119 ms (0.1%)","125 ms (0%)","119 ms (0%)","2,400,080"
"deltablue.AbstractConstraint.isInput ()","126 ms (0.1%)","116 ms (0.1%)","126 ms (0%)","116 ms (0%)","2,400,160"
"java.util.Arrays.copyOf (Object[], int, Class)","25.7 ms (0%)","25.7 ms (0%)","26.2 ms (0%)","26.2 ms (0%)","5,373"
"Run.reportBenchmark ()","16.1 ms (0%)","12.9 ms (0%)","32.5 ms (0%)","25.6 ms (0%)","1"
"java.util.Arrays.copyOf (Object[], int)","11.3 ms (0%)","11.3 ms (0%)","37.3 ms (0%)","37.3 ms (0%)","7,882"
"java.lang.String.charAt (int)","11.4 ms (0%)","10.5 ms (0%)","21.3 ms (0%)","17.3 ms (0%)","28,090"
"som.Vector.remove (Object)","9.11 ms (0%)","8.79 ms (0%)","75.6 ms (0%)","74.9 ms (0%)","400"
"deltablue.Plan.execute ()","4.40 ms (0%)","4.26 ms (0%)","34,373 ms (3.5%)","33,523 ms (3.5%)","5,600"
"deltablue.Planner.change (deltablue.Variable, int)","3.81 ms (0%)","3.82 ms (0%)","28,346 ms (2.9%)","27,645 ms (2.9%)","160"
"java.lang.String.isLatin1 ()","6.69 ms (0%)","3.65 ms (0%)","6.69 ms (0%)","3.65 ms (0%)","31,294"
"java.lang.ClassLoader.defineClass (String, byte[], int, int, java.security.ProtectionDomain)","3.63 ms (0%)","3.42 ms (0%)","10.2 ms (0%)","9.86 ms (0%)","38"
"java.lang.StringLatin1.charAt (byte[], int)","3.42 ms (0%)","3.35 ms (0%)","3.42 ms (0%)","3.35 ms (0%)","28,090"
"deltablue.Planner.incrementalRemove (deltablue.AbstractConstraint)","2.19 ms (0%)","2.21 ms (0%)","17,985 ms (1.8%)","17,525 ms (1.8%)","200"
"java.lang.String.length ()","2.27 ms (0%)","2.18 ms (0%)","3.46 ms (0%)","3.35 ms (0%)","6,943"
"deltablue.Planner.extractPlanFromConstraints (som.Vector)","2.12 ms (0%)","2.13 ms (0%)","10,103 ms (1%)","9,806 ms (1%)","200"
"deltablue.Strength.createStrengthConstants ()","2.9 ms (0%)","2.9 ms (0%)","5.46 ms (0%)","5.41 ms (0%)","1"
"Run.printResult (long)","1.49 ms (0%)","1.50 ms (0%)","5.59 ms (0%)","5.54 ms (0%)","40"
"java.util.concurrent.ConcurrentHashMap.get (Object)","1.47 ms (0%)","1.49 ms (0%)","2.40 ms (0%)","2.36 ms (0%)","758"
"java.lang.String.coder ()","1.46 ms (0%)","1.41 ms (0%)","1.46 ms (0%)","1.41 ms (0%)","10,165"
"java.util.zip.Inflater.inflate (byte[], int, int)","1.15 ms (0%)","1.16 ms (0%)","1.40 ms (0%)","1.39 ms (0%)","107"
"java.lang.String.hashCode ()","1.25 ms (0%)","1.8 ms (0%)","1.97 ms (0%)","1.50 ms (0%)","4,390"
"java.lang.AbstractStringBuilder.append (String)","1.5 ms (0%)","1.1 ms (0%)","6.45 ms (0%)","6.31 ms (0%)","1,045"
"Run.getSuiteFromName (String)","1.3 ms (0%)","1.0 ms (0%)","2.51 ms (0%)","2.37 ms (0%)","1"
"java.lang.AbstractStringBuilder.putStringAt (int, String, int, int)","0.980 ms (0%)","0.983 ms (0%)","2.16 ms (0%)","2.13 ms (0%)","1,045"
"java.lang.ClassLoader.findBootstrapClassOrNull (String)","0.887 ms (0%)","0.856 ms (0%)","1.26 ms (0%)","1.22 ms (0%)","52"
"java.io.FileOutputStream.write (byte[], int, int)","0.841 ms (0%)","0.822 ms (0%)","0.853 ms (0%)","0.834 ms (0%)","44"
"java.util.concurrent.ConcurrentHashMap.putVal (Object, Object, boolean)","0.792 ms (0%)","0.786 ms (0%)","1.63 ms (0%)","1.60 ms (0%)","242"
"jdk.internal.loader.URLClassPath$JarLoader.checkResource (String, boolean, java.util.jar.JarEntry)","0.681 ms (0%)","0.681 ms (0%)","9.97 ms (0%)","9.34 ms (0%)","38"
"java.util.zip.ZipFile.getInputStream (java.util.zip.ZipEntry)","0.634 ms (0%)","0.623 ms (0%)","2.38 ms (0%)","2.32 ms (0%)","39"
"java.lang.AbstractStringBuilder.putStringAt (int, String)","0.622 ms (0%)","0.620 ms (0%)","3.42 ms (0%)","3.38 ms (0%)","1,045"
"java.lang.StringLatin1.indexOf (byte[], int, int)","0.613 ms (0%)","0.596 ms (0%)","1.1 ms (0%)","0.986 ms (0%)","923"
"java.lang.Math.min (int, int)","0.705 ms (0%)","0.588 ms (0%)","0.705 ms (0%)","0.588 ms (0%)","7,078"
"java.lang.AbstractStringBuilder.ensureCapacityInternal (int)","0.647 ms (0%)","0.586 ms (0%)","1.46 ms (0%)","1.37 ms (0%)","1,740"
"java.lang.String.substring (int, int)","0.596 ms (0%)","0.579 ms (0%)","1.76 ms (0%)","1.71 ms (0%)","712"
"deltablue.AbstractConstraint.destroyConstraint (deltablue.Planner)","0.571 ms (0%)","0.572 ms (0%)","18,022 ms (1.8%)","17,561 ms (1.8%)","200"
"java.lang.String.getBytes (byte[], int, int, byte, int)","0.541 ms (0%)","0.544 ms (0%)","0.740 ms (0%)","0.730 ms (0%)","1,045"
"java.lang.String.indexOf (int, int)","0.535 ms (0%)","0.534 ms (0%)","1.77 ms (0%)","1.74 ms (0%)","923"
"jdk.internal.loader.BuiltinClassLoader.loadClassOrNull (String, boolean)","0.542 ms (0%)","0.526 ms (0%)","45.5 ms (0%)","43.4 ms (0%)","86"
"java.util.Arrays.copyOfRange (byte[], int, int)","0.518 ms (0%)","0.514 ms (0%)","0.668 ms (0%)","0.651 ms (0%)","1,196"
"java.lang.StringLatin1.newString (byte[], int, int)","0.506 ms (0%)","0.494 ms (0%)","1.17 ms (0%)","1.14 ms (0%)","1,151"
"Run.runBenchmark ()","0.498 ms (0%)","0.487 ms (0%)","110,420 ms (11.3%)","107,310 ms (11.3%)","1"
"java.lang.StringLatin1.replace (byte[], char, char)","0.477 ms (0%)","0.477 ms (0%)","1.18 ms (0%)","0.951 ms (0%)","303"
"java.lang.StringLatin1.lastIndexOf (byte[], int, int)","0.480 ms (0%)","0.474 ms (0%)","0.649 ms (0%)","0.641 ms (0%)","368"
