#!/home/hburchell/.local/bin/rebench ProfilersBench15.conf
# Execution Start: 2023-05-21T20:13:58.824562+00:00
# Environment: {"userName": "hburchell", "manualRun": true, "hostName": "localhost.localdomain", "osType": "Linux", "memory": 31275761664, "denoise": {}, "cpu": "AMD Ryzen 5 3600 6-Core Processor", "clockSpeed": 3599999000, "software": [{"name": "kernel", "version": "#1 SMP PREEMPT_DYNAMIC Tue May 9 17:09:15 UTC 2023"}, {"name": "kernel-release", "version": "5.14.0-284.11.1.el9_2.x86_64"}, {"name": "architecture", "version": "x86_64"}]}
# Source: {"repoURL": "https://github.com/HumphreyHCB/AWFY-Profilers.git", "branchOrTag": "master", "commitId": "e9852e5dfad7150eaaaed44213cd54aaba8425a5", "commitMsg": "added more profiler and xml processing\n", "authorName": "Humphrey Burchell", "committerName": "Humphrey Burchell", "authorEmail": "humphreyburchell@gmail.com", "committerEmail": "humphreyburchell@gmail.com"}
1	1	45.373000	ms	total	Towers	Java8U66	YourKitTests	600	1			
1	2	30.839000	ms	total	Towers	Java8U66	YourKitTests	600	1			
1	3	27.201000	ms	total	Towers	Java8U66	YourKitTests	600	1			
1	4	26.892000	ms	total	Towers	Java8U66	YourKitTests	600	1			
1	5	27.106000	ms	total	Towers	Java8U66	YourKitTests	600	1			
1	6	27.265000	ms	total	Towers	Java8U66	YourKitTests	600	1			
1	7	28.464000	ms	total	Towers	Java8U66	YourKitTests	600	1			
1	8	27.662000	ms	total	Towers	Java8U66	YourKitTests	600	1			
1	9	27.808000	ms	total	Towers	Java8U66	YourKitTests	600	1			
1	10	28.162000	ms	total	Towers	Java8U66	YourKitTests	600	1			
1	11	27.132000	ms	total	Towers	Java8U66	YourKitTests	600	1			
1	12	27.411000	ms	total	Towers	Java8U66	YourKitTests	600	1			
1	13	27.787000	ms	total	Towers	Java8U66	YourKitTests	600	1			
1	14	29.658000	ms	total	Towers	Java8U66	YourKitTests	600	1			
1	15	29.716000	ms	total	Towers	Java8U66	YourKitTests	600	1			
1	16	29.003000	ms	total	Towers	Java8U66	YourKitTests	600	1			
1	17	27.885000	ms	total	Towers	Java8U66	YourKitTests	600	1			
1	18	27.652000	ms	total	Towers	Java8U66	YourKitTests	600	1			
1	19	27.042000	ms	total	Towers	Java8U66	YourKitTests	600	1			
1	20	27.576000	ms	total	Towers	Java8U66	YourKitTests	600	1			
1	21	27.709000	ms	total	Towers	Java8U66	YourKitTests	600	1			
1	22	27.557000	ms	total	Towers	Java8U66	YourKitTests	600	1			
1	23	27.845000	ms	total	Towers	Java8U66	YourKitTests	600	1			
1	24	27.943000	ms	total	Towers	Java8U66	YourKitTests	600	1			
1	25	27.122000	ms	total	Towers	Java8U66	YourKitTests	600	1			
1	26	27.482000	ms	total	Towers	Java8U66	YourKitTests	600	1			
1	27	27.691000	ms	total	Towers	Java8U66	YourKitTests	600	1			
1	28	27.658000	ms	total	Towers	Java8U66	YourKitTests	600	1			
1	29	27.331000	ms	total	Towers	Java8U66	YourKitTests	600	1			
1	30	27.489000	ms	total	Towers	Java8U66	YourKitTests	600	1			
1	31	27.447000	ms	total	Towers	Java8U66	YourKitTests	600	1			
1	32	28.134000	ms	total	Towers	Java8U66	YourKitTests	600	1			
1	33	27.063000	ms	total	Towers	Java8U66	YourKitTests	600	1			
1	34	27.034000	ms	total	Towers	Java8U66	YourKitTests	600	1			
1	35	26.967000	ms	total	Towers	Java8U66	YourKitTests	600	1			
1	36	27.151000	ms	total	Towers	Java8U66	YourKitTests	600	1			
1	37	27.194000	ms	total	Towers	Java8U66	YourKitTests	600	1			
1	38	26.965000	ms	total	Towers	Java8U66	YourKitTests	600	1			
1	39	27.266000	ms	total	Towers	Java8U66	YourKitTests	600	1			
1	40	27.201000	ms	total	Towers	Java8U66	YourKitTests	600	1			
1	41	27.784000	ms	total	Towers	Java8U66	YourKitTests	600	1			
1	42	27.771000	ms	total	Towers	Java8U66	YourKitTests	600	1			
1	43	27.321000	ms	total	Towers	Java8U66	YourKitTests	600	1			
1	44	27.144000	ms	total	Towers	Java8U66	YourKitTests	600	1			
1	45	27.490000	ms	total	Towers	Java8U66	YourKitTests	600	1			
1	46	26.998000	ms	total	Towers	Java8U66	YourKitTests	600	1			
1	47	27.568000	ms	total	Towers	Java8U66	YourKitTests	600	1			
1	48	29.679000	ms	total	Towers	Java8U66	YourKitTests	600	1			
1	49	29.353000	ms	total	Towers	Java8U66	YourKitTests	600	1			
1	50	29.241000	ms	total	Towers	Java8U66	YourKitTests	600	1			
1	51	26.890000	ms	total	Towers	Java8U66	YourKitTests	600	1			
1	52	27.040000	ms	total	Towers	Java8U66	YourKitTests	600	1			
1	53	27.554000	ms	total	Towers	Java8U66	YourKitTests	600	1			
1	54	27.105000	ms	total	Towers	Java8U66	YourKitTests	600	1			
1	55	26.997000	ms	total	Towers	Java8U66	YourKitTests	600	1			
1	56	27.243000	ms	total	Towers	Java8U66	YourKitTests	600	1			
1	57	32.336000	ms	total	Towers	Java8U66	YourKitTests	600	1			
1	58	27.765000	ms	total	Towers	Java8U66	YourKitTests	600	1			
1	59	29.198000	ms	total	Towers	Java8U66	YourKitTests	600	1			
1	60	30.048000	ms	total	Towers	Java8U66	YourKitTests	600	1			
1	61	28.197000	ms	total	Towers	Java8U66	YourKitTests	600	1			
1	62	26.646000	ms	total	Towers	Java8U66	YourKitTests	600	1			
1	63	32.266000	ms	total	Towers	Java8U66	YourKitTests	600	1			
1	64	26.635000	ms	total	Towers	Java8U66	YourKitTests	600	1			
1	65	26.545000	ms	total	Towers	Java8U66	YourKitTests	600	1			
1	66	26.518000	ms	total	Towers	Java8U66	YourKitTests	600	1			
1	67	26.728000	ms	total	Towers	Java8U66	YourKitTests	600	1			
1	68	26.666000	ms	total	Towers	Java8U66	YourKitTests	600	1			
1	69	26.607000	ms	total	Towers	Java8U66	YourKitTests	600	1			
1	70	26.708000	ms	total	Towers	Java8U66	YourKitTests	600	1			
1	71	26.822000	ms	total	Towers	Java8U66	YourKitTests	600	1			
1	72	26.732000	ms	total	Towers	Java8U66	YourKitTests	600	1			
1	73	26.758000	ms	total	Towers	Java8U66	YourKitTests	600	1			
1	74	26.826000	ms	total	Towers	Java8U66	YourKitTests	600	1			
1	75	26.839000	ms	total	Towers	Java8U66	YourKitTests	600	1			
1	76	26.708000	ms	total	Towers	Java8U66	YourKitTests	600	1			
1	77	27.265000	ms	total	Towers	Java8U66	YourKitTests	600	1			
1	78	27.145000	ms	total	Towers	Java8U66	YourKitTests	600	1			
1	79	27.284000	ms	total	Towers	Java8U66	YourKitTests	600	1			
1	80	26.869000	ms	total	Towers	Java8U66	YourKitTests	600	1			
1	81	27.437000	ms	total	Towers	Java8U66	YourKitTests	600	1			
1	82	27.141000	ms	total	Towers	Java8U66	YourKitTests	600	1			
1	83	27.011000	ms	total	Towers	Java8U66	YourKitTests	600	1			
1	84	27.411000	ms	total	Towers	Java8U66	YourKitTests	600	1			
1	85	26.673000	ms	total	Towers	Java8U66	YourKitTests	600	1			
1	86	27.250000	ms	total	Towers	Java8U66	YourKitTests	600	1			
1	87	27.196000	ms	total	Towers	Java8U66	YourKitTests	600	1			
1	88	27.112000	ms	total	Towers	Java8U66	YourKitTests	600	1			
1	89	27.232000	ms	total	Towers	Java8U66	YourKitTests	600	1			
1	90	27.729000	ms	total	Towers	Java8U66	YourKitTests	600	1			
1	91	27.373000	ms	total	Towers	Java8U66	YourKitTests	600	1			
1	92	28.752000	ms	total	Towers	Java8U66	YourKitTests	600	1			
1	93	26.983000	ms	total	Towers	Java8U66	YourKitTests	600	1			
1	94	26.941000	ms	total	Towers	Java8U66	YourKitTests	600	1			
1	95	26.925000	ms	total	Towers	Java8U66	YourKitTests	600	1			
1	96	27.104000	ms	total	Towers	Java8U66	YourKitTests	600	1			
1	97	27.229000	ms	total	Towers	Java8U66	YourKitTests	600	1			
1	98	28.059000	ms	total	Towers	Java8U66	YourKitTests	600	1			
1	99	27.010000	ms	total	Towers	Java8U66	YourKitTests	600	1			
1	100	27.073000	ms	total	Towers	Java8U66	YourKitTests	600	1			
1	101	27.164000	ms	total	Towers	Java8U66	YourKitTests	600	1			
1	102	27.015000	ms	total	Towers	Java8U66	YourKitTests	600	1			
1	103	27.166000	ms	total	Towers	Java8U66	YourKitTests	600	1			
1	104	27.055000	ms	total	Towers	Java8U66	YourKitTests	600	1			
1	105	27.140000	ms	total	Towers	Java8U66	YourKitTests	600	1			
1	106	26.987000	ms	total	Towers	Java8U66	YourKitTests	600	1			
1	107	26.995000	ms	total	Towers	Java8U66	YourKitTests	600	1			
1	108	27.109000	ms	total	Towers	Java8U66	YourKitTests	600	1			
1	109	27.115000	ms	total	Towers	Java8U66	YourKitTests	600	1			
1	110	26.953000	ms	total	Towers	Java8U66	YourKitTests	600	1			
1	111	26.992000	ms	total	Towers	Java8U66	YourKitTests	600	1			
1	112	27.978000	ms	total	Towers	Java8U66	YourKitTests	600	1			
1	113	27.144000	ms	total	Towers	Java8U66	YourKitTests	600	1			
1	114	27.541000	ms	total	Towers	Java8U66	YourKitTests	600	1			
1	115	27.575000	ms	total	Towers	Java8U66	YourKitTests	600	1			
1	116	26.693000	ms	total	Towers	Java8U66	YourKitTests	600	1			
1	117	26.792000	ms	total	Towers	Java8U66	YourKitTests	600	1			
1	118	26.658000	ms	total	Towers	Java8U66	YourKitTests	600	1			
1	119	26.762000	ms	total	Towers	Java8U66	YourKitTests	600	1			
1	120	30.486000	ms	total	Towers	Java8U66	YourKitTests	600	1			
1	121	26.667000	ms	total	Towers	Java8U66	YourKitTests	600	1			
1	122	26.695000	ms	total	Towers	Java8U66	YourKitTests	600	1			
1	123	26.604000	ms	total	Towers	Java8U66	YourKitTests	600	1			
1	124	26.609000	ms	total	Towers	Java8U66	YourKitTests	600	1			
1	125	26.543000	ms	total	Towers	Java8U66	YourKitTests	600	1			
1	126	26.741000	ms	total	Towers	Java8U66	YourKitTests	600	1			
1	127	26.914000	ms	total	Towers	Java8U66	YourKitTests	600	1			
1	128	26.777000	ms	total	Towers	Java8U66	YourKitTests	600	1			
1	129	26.656000	ms	total	Towers	Java8U66	YourKitTests	600	1			
1	130	26.882000	ms	total	Towers	Java8U66	YourKitTests	600	1			
1	131	29.527000	ms	total	Towers	Java8U66	YourKitTests	600	1			
1	132	26.936000	ms	total	Towers	Java8U66	YourKitTests	600	1			
1	133	27.010000	ms	total	Towers	Java8U66	YourKitTests	600	1			
1	134	27.179000	ms	total	Towers	Java8U66	YourKitTests	600	1			
1	135	27.526000	ms	total	Towers	Java8U66	YourKitTests	600	1			
1	136	27.655000	ms	total	Towers	Java8U66	YourKitTests	600	1			
1	137	26.930000	ms	total	Towers	Java8U66	YourKitTests	600	1			
1	138	27.238000	ms	total	Towers	Java8U66	YourKitTests	600	1			
1	139	27.072000	ms	total	Towers	Java8U66	YourKitTests	600	1			
1	140	27.658000	ms	total	Towers	Java8U66	YourKitTests	600	1			
1	141	28.456000	ms	total	Towers	Java8U66	YourKitTests	600	1			
1	142	28.609000	ms	total	Towers	Java8U66	YourKitTests	600	1			
1	143	28.673000	ms	total	Towers	Java8U66	YourKitTests	600	1			
1	144	28.553000	ms	total	Towers	Java8U66	YourKitTests	600	1			
1	145	27.591000	ms	total	Towers	Java8U66	YourKitTests	600	1			
1	146	27.437000	ms	total	Towers	Java8U66	YourKitTests	600	1			
1	147	27.518000	ms	total	Towers	Java8U66	YourKitTests	600	1			
1	148	27.734000	ms	total	Towers	Java8U66	YourKitTests	600	1			
1	149	28.624000	ms	total	Towers	Java8U66	YourKitTests	600	1			
